Time [ISO8601],Flare Class,Peak Flux [W/m2]
"2011-02-21T15:44:00Z","C2.2",2.27231e-06
"2011-02-21T17:48:00Z","C1.0",1.08347e-06
"2011-02-21T18:02:00Z","C1.4",1.45561e-06
"2011-02-21T18:35:00Z","C2.1",2.10508e-06
"2011-02-21T19:01:00Z","C1.9",1.92067e-06
"2011-02-22T01:25:00Z","B4.6",4.68744e-07
"2011-02-22T01:49:00Z","B5.2",5.21045e-07
"2011-02-22T05:08:00Z","B4.5",4.58176e-07
"2011-02-22T07:06:00Z","B3.8",3.89679e-07
"2011-02-22T08:26:00Z","B5.3",5.32985e-07
"2011-02-22T10:48:00Z","B9.1",9.17834e-07
"2011-02-22T12:19:00Z","B4.8",4.85525e-07
"2011-02-22T14:38:00Z","B3.6",3.62586e-07
"2011-02-22T17:30:00Z","B3.3",3.32866e-07
"2011-02-22T20:20:00Z","B3.8",3.88675e-07
"2011-02-23T09:39:00Z","B4.3",4.32186e-07
"2011-02-23T10:28:00Z","B5.1",5.11870e-07
"2011-02-23T11:18:00Z","B8.5",8.50752e-07
"2011-02-23T12:23:00Z","C1.7",1.74502e-06
"2011-02-23T13:26:00Z","B4.6",4.62476e-07
"2011-02-24T02:53:00Z","B5.4",5.47442e-07
"2011-02-24T07:35:00Z","M5.0",5.04052e-05
"2011-02-24T13:53:00Z","C2.5",2.56695e-06
"2011-02-24T14:41:00Z","B4.3",4.34171e-07
"2011-02-24T18:23:00Z","B8.2",8.23118e-07
"2011-02-24T19:00:00Z","C1.2",1.29110e-06
"2011-02-24T19:18:00Z","C1.0",1.02517e-06
"2011-02-24T19:38:00Z","C3.9",3.90944e-06
"2011-02-24T19:53:00Z","C1.3",1.30563e-06
"2011-02-24T23:42:00Z","B5.8",5.80562e-07
"2011-02-25T00:35:00Z","B4.9",4.91644e-07
"2011-02-25T00:46:00Z","B6.3",6.30559e-07
"2011-02-25T01:42:00Z","B6.6",6.69410e-07
"2011-02-25T03:25:00Z","B5.8",5.80724e-07
"2011-02-25T05:13:00Z","C1.0",1.03274e-06
"2011-02-25T05:44:00Z","C2.2",2.29490e-06
"2011-02-25T10:58:00Z","B8.6",8.68054e-07
"2011-02-25T16:44:00Z","B6.7",6.72867e-07
"2011-02-25T17:29:00Z","C1.6",1.65776e-06
"2011-02-25T19:01:00Z","B6.3",6.34158e-07
"2011-02-25T22:33:00Z","B7.2",7.27244e-07
"2011-02-26T00:10:00Z","B6.0",6.00547e-07
"2011-02-26T00:59:00Z","C1.2",1.27440e-06
"2011-02-26T02:46:00Z","B8.9",8.92337e-07
"2011-02-26T05:10:00Z","B8.8",8.81184e-07
"2011-02-26T05:20:00Z","C1.2",1.26444e-06
"2011-02-26T05:29:00Z","C1.2",1.23612e-06
"2011-02-26T06:47:00Z","B9.7",9.77155e-07
"2011-02-26T07:35:00Z","B6.3",6.37322e-07
"2011-02-26T08:13:00Z","C1.9",1.90694e-06
"2011-02-26T09:39:00Z","B5.0",5.06959e-07
"2011-02-26T13:05:00Z","B5.0",5.06635e-07
"2011-02-26T15:15:00Z","B9.9",9.92586e-07
"2011-02-26T15:33:00Z","B9.8",9.80975e-07
"2011-02-26T19:24:00Z","B5.3",5.35186e-07
"2011-02-26T20:02:00Z","B3.9",3.91911e-07
"2011-02-26T20:50:00Z","B6.0",6.02152e-07
"2011-02-26T23:30:00Z","B8.0",8.01898e-07
"2011-02-27T00:59:00Z","C1.0",1.02524e-06
"2011-02-27T02:05:00Z","B6.8",6.84186e-07
"2011-02-27T03:55:00Z","C6.0",6.09776e-06
"2011-02-27T05:07:00Z","B3.7",3.70641e-07
"2011-02-27T07:57:00Z","B5.7",5.72832e-07
"2011-02-27T14:42:00Z","B8.6",8.63540e-07
"2011-02-27T15:06:00Z","B3.6",3.65320e-07
"2011-02-27T15:53:00Z","C1.0",1.00980e-06
"2011-02-27T17:18:00Z","B3.9",3.99452e-07
"2011-02-27T18:24:00Z","B4.1",4.19697e-07
"2011-02-27T21:25:00Z","B8.6",8.69527e-07
"2011-02-27T21:34:00Z","C1.0",1.08637e-06
"2011-04-01T01:56:00Z","C4.9",4.97617e-06
"2011-04-01T03:54:00Z","C4.4",4.47704e-06
"2011-04-01T22:23:00Z","B9.4",9.47456e-07
"2011-04-02T03:26:00Z","B6.3",6.31071e-07
"2011-04-02T14:38:00Z","B5.7",5.71372e-07
"2011-04-02T23:47:00Z","C1.1",1.16706e-06
"2011-04-03T05:14:00Z","C1.7",1.75562e-06
"2011-04-04T02:45:00Z","B8.1",8.13697e-07
"2011-04-04T17:13:00Z","B7.7",7.75802e-07
"2011-04-04T17:59:00Z","B6.1",6.18640e-07
"2011-04-04T23:25:00Z","B7.2",7.23501e-07
"2011-04-05T05:23:00Z","C1.0",1.03317e-06
"2011-04-05T09:54:00Z","B6.8",6.83673e-07
"2011-04-05T10:59:00Z","B7.9",7.95153e-07
"2011-04-06T15:49:00Z","C1.3",1.35904e-06
"2011-04-06T16:25:00Z","C1.6",1.69687e-06
"2011-04-06T18:07:00Z","C2.7",2.78456e-06
"2011-04-06T21:45:00Z","C2.1",2.10139e-06
"2011-04-07T04:35:00Z","C2.5",2.58483e-06
"2011-04-07T04:59:00Z","C2.1",2.12502e-06
"2011-04-07T16:39:00Z","C2.2",2.24236e-06
"2011-04-07T19:11:00Z","B6.5",6.57227e-07
"2011-04-07T22:38:00Z","B6.7",6.70854e-07
"2011-04-08T10:57:00Z","B5.3",5.37852e-07
"2011-04-08T18:24:00Z","C1.0",1.03828e-06
"2011-04-09T00:50:00Z","C1.1",1.13046e-06
"2011-04-09T02:02:00Z","B5.7",5.79815e-07
"2011-04-09T04:00:00Z","B6.0",6.04083e-07
"2011-04-09T05:12:00Z","B5.4",5.44043e-07
"2011-04-09T15:09:00Z","B8.3",8.31844e-07
"2011-04-09T15:45:00Z","C1.8",1.89213e-06
"2011-04-09T23:04:00Z","B6.9",6.97524e-07
"2011-04-10T00:10:00Z","B5.8",5.87775e-07
"2011-04-10T08:28:00Z","B4.6",4.60462e-07
"2011-04-10T16:12:00Z","B7.0",7.07171e-07
"2011-04-10T17:58:00Z","B6.0",6.06683e-07
"2011-04-11T09:21:00Z","C1.2",1.29810e-06
"2011-04-11T11:56:00Z","B6.1",6.12476e-07
"2011-04-11T13:10:00Z","C1.0",1.00324e-06
"2011-04-11T16:02:00Z","C1.7",1.73792e-06
"2011-04-11T18:42:00Z","B6.1",6.14683e-07
"2011-04-11T18:50:00Z","B6.9",6.99298e-07
"2011-04-11T20:09:00Z","B6.7",6.75973e-07
"2011-04-11T20:30:00Z","C2.5",2.57044e-06
"2011-04-11T22:24:00Z","C1.1",1.13977e-06
"2011-04-12T00:00:00Z","C3.6",3.60616e-06
"2011-04-12T01:00:00Z","B9.6",9.65258e-07
"2011-04-12T01:17:00Z","B9.3",9.35539e-07
"2011-04-12T03:46:00Z","C2.5",2.51640e-06
"2011-04-12T04:50:00Z","B9.8",9.85754e-07
"2011-04-12T08:50:00Z","B9.6",9.61105e-07
"2011-04-12T10:34:00Z","B9.3",9.37745e-07
"2011-04-12T12:25:00Z","C2.6",2.64096e-06
"2011-04-12T16:20:00Z","C1.0",1.07739e-06
"2011-04-12T17:58:00Z","C1.3",1.36835e-06
"2011-04-12T21:47:00Z","B9.8",9.82648e-07
"2011-04-13T01:53:00Z","C1.0",1.06874e-06
"2011-04-13T03:30:00Z","C2.7",2.76416e-06
"2011-04-13T05:31:00Z","C1.6",1.69946e-06
"2011-04-13T06:28:00Z","C3.2",3.21008e-06
"2011-04-13T07:44:00Z","C1.5",1.52248e-06
"2011-04-13T07:59:00Z","C1.7",1.77616e-06
"2011-04-13T08:32:00Z","C1.5",1.54788e-06
"2011-04-13T09:49:00Z","C1.2",1.27170e-06
"2011-04-13T10:41:00Z","C1.9",1.99821e-06
"2011-04-13T12:54:00Z","C1.0",1.02795e-06
"2011-04-13T13:21:00Z","C1.7",1.78932e-06
"2011-04-13T13:43:00Z","C3.6",3.65353e-06
"2011-04-13T16:07:00Z","C1.5",1.58149e-06
"2011-04-13T16:54:00Z","C1.5",1.59888e-06
"2011-04-13T19:11:00Z","C2.1",2.19975e-06
"2011-04-13T20:08:00Z","C1.2",1.28819e-06
"2011-04-13T22:06:00Z","C1.1",1.16477e-06
"2011-04-13T22:59:00Z","C1.3",1.31598e-06
"2011-04-13T23:37:00Z","B9.2",9.21826e-07
"2011-04-14T00:47:00Z","C2.1",2.14953e-06
"2011-04-14T01:35:00Z","C2.0",2.09844e-06
"2011-04-14T02:58:00Z","C2.9",2.90789e-06
"2011-04-14T04:45:00Z","C1.0",1.04451e-06
"2011-04-14T05:27:00Z","C7.1",7.11821e-06
"2011-04-14T06:18:00Z","C1.1",1.19921e-06
"2011-04-14T07:00:00Z","C2.2",2.26859e-06
"2011-04-14T08:14:00Z","C1.4",1.44700e-06
"2011-04-14T08:46:00Z","C1.5",1.53339e-06
"2011-04-14T09:07:00Z","C1.3",1.33768e-06
"2011-04-14T09:44:00Z","C3.4",3.40453e-06
"2011-04-14T10:08:00Z","C1.8",1.88144e-06
"2011-04-14T10:22:00Z","C2.1",2.13874e-06
"2011-04-14T10:42:00Z","C1.9",1.98632e-06
"2011-04-14T11:59:00Z","C1.9",1.92848e-06
"2011-04-14T12:14:00Z","C2.1",2.19772e-06
"2011-04-14T12:29:00Z","C2.3",2.38006e-06
"2011-04-14T13:04:00Z","C2.2",2.20447e-06
"2011-04-14T15:27:00Z","C3.5",3.50965e-06
"2011-04-14T17:10:00Z","C1.5",1.56492e-06
"2011-04-14T18:40:00Z","C1.3",1.39790e-06
"2011-04-14T18:59:00Z","C1.1",1.15158e-06
"2011-04-14T20:02:00Z","C1.1",1.11732e-06
"2011-04-14T21:18:00Z","C1.5",1.55702e-06
"2011-04-14T23:24:00Z","C1.0",1.08228e-06
"2011-04-14T23:59:00Z","C1.2",1.28428e-06
"2011-04-15T02:47:00Z","C1.2",1.23189e-06
"2011-04-15T03:36:00Z","C1.3",1.31411e-06
"2011-04-15T03:55:00Z","C2.6",2.60321e-06
"2011-04-15T04:41:00Z","C1.8",1.83880e-06
"2011-04-15T05:43:00Z","C1.2",1.25765e-06
"2011-04-15T05:58:00Z","C1.3",1.34590e-06
"2011-04-15T08:01:00Z","C1.2",1.27530e-06
"2011-04-15T09:20:00Z","C1.9",1.92459e-06
"2011-04-15T09:36:00Z","C2.2",2.27797e-06
"2011-04-15T11:36:00Z","C2.7",2.72091e-06
"2011-04-15T13:50:00Z","C4.1",4.14301e-06
"2011-04-15T14:49:00Z","C2.8",2.83913e-06
"2011-04-15T16:14:00Z","C2.2",2.26587e-06
"2011-04-15T17:12:00Z","M1.9",1.94803e-05
"2011-04-15T19:33:00Z","C4.0",4.03713e-06
"2011-04-15T22:36:00Z","C2.5",2.58412e-06
"2011-04-16T00:57:00Z","C7.4",7.45937e-06
"2011-04-16T02:01:00Z","C2.0",2.08115e-06
"2011-04-16T02:38:00Z","C2.3",2.31125e-06
"2011-04-16T02:59:00Z","C2.4",2.46504e-06
"2011-04-16T03:12:00Z","C3.0",3.09797e-06
"2011-04-16T04:08:00Z","C2.0",2.05014e-06
"2011-04-16T05:38:00Z","C5.0",5.05699e-06
"2011-04-16T06:15:00Z","C2.5",2.51996e-06
"2011-04-16T09:07:00Z","C2.6",2.60941e-06
"2011-04-16T10:36:00Z","C1.3",1.32545e-06
"2011-04-16T14:03:00Z","C7.2",7.24563e-06
"2011-04-16T14:14:00Z","C8.2",8.27412e-06
"2011-04-16T16:14:00Z","B9.4",9.47037e-07
"2011-04-16T16:39:00Z","C1.7",1.79473e-06
"2011-04-16T16:53:00Z","C5.3",5.35469e-06
"2011-04-16T20:17:00Z","C1.4",1.42045e-06
"2011-04-16T21:02:00Z","C1.2",1.26991e-06
"2011-04-16T23:25:00Z","C2.4",2.41689e-06
"2011-04-16T23:35:00Z","C2.0",2.08115e-06
"2011-04-17T08:06:00Z","C1.1",1.11795e-06
"2011-04-17T14:15:00Z","C2.0",2.06447e-06
"2011-04-17T15:40:00Z","C1.0",1.04068e-06
"2011-04-17T19:18:00Z","C1.9",1.90680e-06
"2011-04-18T02:43:00Z","C2.6",2.68577e-06
"2011-04-18T03:47:00Z","C2.5",2.57896e-06
"2011-04-18T04:03:00Z","C2.6",2.61541e-06
"2011-04-18T10:56:00Z","B9.2",9.28053e-07
"2011-04-18T16:02:00Z","C1.3",1.36800e-06
"2011-04-18T17:17:00Z","C1.0",1.00849e-06
"2011-04-18T19:02:00Z","C2.1",2.12305e-06
"2011-04-18T19:24:00Z","C1.5",1.53238e-06
"2011-04-18T23:15:00Z","C1.0",1.06263e-06
"2011-04-18T23:29:00Z","B9.6",9.67506e-07
"2011-04-19T02:37:00Z","C1.1",1.10318e-06
"2011-04-19T05:12:00Z","C1.4",1.45890e-06
"2011-04-19T09:09:00Z","B9.3",9.30055e-07
"2011-04-19T11:20:00Z","C1.2",1.27036e-06
"2011-04-19T17:48:00Z","B9.4",9.47316e-07
"2011-04-19T18:41:00Z","C1.0",1.03323e-06
"2011-04-20T09:28:00Z","B9.3",9.30682e-07
"2011-04-20T13:11:00Z","C1.1",1.19291e-06
"2011-04-20T16:26:00Z","C1.5",1.55370e-06
"2011-04-20T18:26:00Z","C1.9",1.99138e-06
"2011-04-20T18:40:00Z","C2.1",2.11094e-06
"2011-04-20T19:39:00Z","C5.8",5.80874e-06
"2011-04-20T23:07:00Z","C1.2",1.23548e-06
"2011-04-21T00:17:00Z","C1.1",1.14209e-06
"2011-04-21T00:25:00Z","C1.1",1.12938e-06
"2011-04-21T04:17:00Z","B8.7",8.79034e-07
"2011-04-21T06:31:00Z","B9.7",9.76108e-07
"2011-04-21T06:39:00Z","C1.1",1.16709e-06
"2011-04-21T08:38:00Z","C1.4",1.44240e-06
"2011-04-21T09:48:00Z","M1.2",1.22747e-05
"2011-04-21T11:50:00Z","C1.3",1.37855e-06
"2011-04-21T14:51:00Z","C7.0",7.09296e-06
"2011-04-21T18:58:00Z","C1.0",1.04528e-06
"2011-04-21T21:42:00Z","C1.5",1.57542e-06
"2011-04-21T22:07:00Z","C6.5",6.51440e-06
"2011-04-22T00:20:00Z","C2.1",2.14846e-06
"2011-04-22T01:38:00Z","C4.6",4.68524e-06
"2011-04-22T04:56:00Z","M2.6",2.63831e-05
"2011-04-22T07:11:00Z","C2.3",2.39517e-06
"2011-04-22T07:18:00Z","C2.4",2.48043e-06
"2011-04-22T08:09:00Z","C3.6",3.68646e-06
"2011-04-22T09:46:00Z","C3.7",3.73188e-06
"2011-04-22T11:25:00Z","M1.1",1.11249e-05
"2011-04-22T12:36:00Z","C4.3",4.35690e-06
"2011-04-22T13:00:00Z","C1.7",1.71084e-06
"2011-04-22T13:54:00Z","C3.2",3.21290e-06
"2011-04-22T14:31:00Z","C1.8",1.84815e-06
"2011-04-22T14:47:00Z","C1.9",1.91252e-06
"2011-04-22T14:59:00Z","C2.0",2.01972e-06
"2011-04-22T15:26:00Z","C1.1",1.13177e-06
"2011-04-22T15:53:00Z","M1.7",1.74547e-05
"2011-04-22T17:07:00Z","C7.8",7.88746e-06
"2011-04-22T17:54:00Z","C6.0",6.08139e-06
"2011-04-22T18:42:00Z","C1.5",1.54889e-06
"2011-04-22T18:51:00Z","C1.7",1.76691e-06
"2011-04-22T19:06:00Z","C2.5",2.50327e-06
"2011-04-22T19:35:00Z","C5.1",5.16438e-06
"2011-04-22T20:57:00Z","C1.3",1.34046e-06
"2011-04-22T21:59:00Z","C3.9",3.91228e-06
"2011-04-22T22:46:00Z","C3.4",3.45117e-06
"2011-04-22T23:00:00Z","C4.2",4.20194e-06
"2011-04-23T02:00:00Z","C1.9",1.92259e-06
"2011-04-23T02:47:00Z","C1.2",1.21023e-06
"2011-04-23T03:13:00Z","B8.4",8.43543e-07
"2011-04-23T03:35:00Z","B8.1",8.18301e-07
"2011-04-23T03:53:00Z","C2.8",2.83804e-06
"2011-04-23T04:19:00Z","C1.6",1.67601e-06
"2011-04-23T04:59:00Z","C1.7",1.70702e-06
"2011-04-23T05:52:00Z","C1.0",1.02335e-06
"2011-04-23T07:10:00Z","B8.6",8.67358e-07
"2011-04-23T07:34:00Z","C3.5",3.50108e-06
"2011-04-23T10:32:00Z","B7.5",7.59382e-07
"2011-04-23T11:36:00Z","B7.0",7.00982e-07
"2011-04-23T12:52:00Z","C1.1",1.13999e-06
"2011-04-23T13:19:00Z","B9.5",9.56126e-07
"2011-04-23T14:22:00Z","C1.5",1.53868e-06
"2011-04-23T16:07:00Z","B8.6",8.60981e-07
"2011-04-23T19:03:00Z","B9.4",9.40682e-07
"2011-04-24T00:56:00Z","B8.3",8.36284e-07
"2011-04-24T15:20:00Z","C1.4",1.46324e-06
"2011-04-24T19:26:00Z","C3.4",3.45145e-06
"2011-04-25T07:44:00Z","B6.4",6.42729e-07
"2011-04-25T07:54:00Z","B5.7",5.78229e-07
"2011-04-25T08:03:00Z","B6.2",6.20926e-07
"2011-04-25T16:06:00Z","C1.1",1.13247e-06
"2011-04-25T17:21:00Z","C1.0",1.04842e-06
"2011-04-25T22:19:00Z","C1.3",1.30999e-06
"2011-04-26T22:15:00Z","B6.0",6.05266e-07
"2011-04-27T02:33:00Z","C2.9",2.92135e-06
"2011-04-27T06:17:00Z","C1.2",1.23025e-06
"2011-04-27T14:00:00Z","B6.2",6.20766e-07
"2011-04-27T21:50:00Z","B5.2",5.25297e-07
"2011-04-27T23:04:00Z","C1.1",1.12176e-06
"2011-04-28T02:40:00Z","C1.5",1.53840e-06
"2011-04-28T09:03:00Z","B6.1",6.10116e-07
"2011-04-28T09:22:00Z","B9.3",9.31188e-07
"2011-04-28T10:05:00Z","B6.1",6.12322e-07
"2011-04-28T10:19:00Z","C1.1",1.16777e-06
"2011-04-28T10:47:00Z","C1.1",1.12029e-06
"2011-04-28T11:22:00Z","C1.3",1.33178e-06
"2011-04-28T11:58:00Z","C3.5",3.53260e-06
"2011-04-28T12:47:00Z","C1.5",1.54958e-06
"2011-04-28T21:12:00Z","C1.1",1.15337e-06
"2011-04-28T22:28:00Z","B8.7",8.76681e-07
"2011-04-28T23:19:00Z","B8.7",8.71879e-07
"2011-04-29T00:26:00Z","C5.4",5.46300e-06
"2011-04-29T01:29:00Z","C1.2",1.25018e-06
"2011-04-29T08:54:00Z","B6.8",6.81571e-07
"2011-04-29T12:48:00Z","B9.2",9.22747e-07
"2011-04-29T20:48:00Z","C2.6",2.61618e-06
"2011-04-29T21:55:00Z","B7.4",7.42307e-07
"2011-04-29T22:55:00Z","C2.2",2.20180e-06
"2011-04-30T04:20:00Z","C1.0",1.07262e-06
"2011-04-30T05:08:00Z","B9.5",9.50296e-07
"2011-04-30T06:09:00Z","C1.5",1.51730e-06
"2011-04-30T08:18:00Z","C2.2",2.22433e-06
"2011-04-30T09:04:00Z","C2.4",2.45910e-06
"2011-04-30T11:51:00Z","C4.5",4.59131e-06
"2011-04-30T12:28:00Z","C1.4",1.49075e-06
"2011-04-30T13:26:00Z","C4.6",4.69791e-06
"2011-04-30T13:46:00Z","C4.6",4.64600e-06
"2011-04-30T16:35:00Z","B7.6",7.68217e-07
"2011-04-30T18:35:00Z","B8.0",8.09746e-07
"2011-04-30T21:57:00Z","B8.8",8.88003e-07
"2011-04-30T22:12:00Z","B9.2",9.22005e-07
"2011-05-01T04:22:00Z","B6.9",6.96923e-07
"2011-05-01T05:21:00Z","B8.3",8.30725e-07
"2011-05-01T08:14:00Z","C2.3",2.39274e-06
"2011-05-01T09:57:00Z","C1.3",1.39708e-06
"2011-05-01T12:01:00Z","B9.3",9.30784e-07
"2011-05-01T12:50:00Z","B8.0",8.04510e-07
"2011-05-01T13:50:00Z","B6.5",6.56951e-07
"2011-05-01T15:47:00Z","B9.4",9.44411e-07
"2011-05-01T17:45:00Z","B9.8",9.82955e-07
"2011-05-01T18:37:00Z","B9.9",9.93160e-07
"2011-05-01T23:21:00Z","C1.1",1.17191e-06
"2011-05-01T23:32:00Z","C9.3",9.35529e-06
"2011-05-02T03:48:00Z","B6.6",6.62616e-07
"2011-05-02T07:16:00Z","B6.5",6.55219e-07
"2011-05-02T09:57:00Z","B8.0",8.00052e-07
"2011-05-02T13:52:00Z","B8.4",8.41581e-07
"2011-05-02T14:05:00Z","C1.6",1.68748e-06
"2011-05-02T16:12:00Z","C0.9",9.97505e-07
"2011-05-02T22:04:00Z","B8.4",8.49108e-07
"2011-05-03T00:16:00Z","B9.7",9.75129e-07
"2011-05-03T03:59:00Z","C1.2",1.28642e-06
"2011-05-03T06:25:00Z","B8.7",8.73980e-07
"2011-05-03T10:52:00Z","C1.9",1.93559e-06
"2011-05-03T18:48:00Z","B5.7",5.70298e-07
"2011-05-04T01:51:00Z","C1.3",1.30623e-06
"2011-05-04T05:08:00Z","B5.1",5.10554e-07
"2011-05-04T11:04:00Z","B6.1",6.15545e-07
"2011-05-04T13:21:00Z","B4.4",4.48001e-07
"2011-05-04T17:38:00Z","B9.5",9.55262e-07
"2011-05-05T08:45:00Z","B4.1",4.11488e-07
"2011-05-05T17:46:00Z","B3.9",3.97082e-07
"2011-05-05T17:56:00Z","C1.1",1.12942e-06
"2011-05-05T20:43:00Z","B5.8",5.84630e-07
"2011-05-06T03:12:00Z","B5.2",5.28118e-07
"2011-05-06T22:22:00Z","B3.5",3.53437e-07
"2011-05-06T22:32:00Z","B3.3",3.37733e-07
"2011-05-07T07:25:00Z","B3.3",3.34664e-07
"2011-05-07T11:49:00Z","B3.7",3.79108e-07
"2011-05-07T14:46:00Z","B3.4",3.42122e-07
"2011-05-07T15:38:00Z","B4.4",4.43608e-07
"2011-05-07T18:19:00Z","B4.0",4.03117e-07
"2011-05-08T10:08:00Z","B5.9",5.99318e-07
"2011-05-09T04:30:00Z","B7.7",7.79297e-07
"2011-05-09T05:16:00Z","C1.9",1.97215e-06
"2011-05-09T13:25:00Z","B9.9",9.91614e-07
"2011-05-09T13:42:00Z","B8.4",8.45224e-07
"2011-05-09T17:41:00Z","C2.1",2.15430e-06
"2011-05-09T20:59:00Z","C7.7",7.77118e-06
"2011-05-10T04:49:00Z","B5.3",5.33433e-07
"2011-05-10T15:42:00Z","B2.9",2.98703e-07
"2011-05-11T02:09:00Z","B3.8",3.84852e-07
"2011-05-11T02:43:00Z","C1.1",1.13549e-06
"2011-05-11T03:06:00Z","C1.1",1.10953e-06
"2011-05-11T20:36:00Z","B4.4",4.40397e-07
"2011-05-11T21:58:00Z","B3.3",3.39299e-07
"2011-05-12T12:02:00Z","B3.3",3.39145e-07
"2011-05-12T12:29:00Z","C2.6",2.66893e-06
"2011-05-12T12:36:00Z","C2.8",2.84634e-06
"2011-05-13T11:01:00Z","B2.1",2.17261e-07
"2011-05-13T13:55:00Z","B2.9",2.90361e-07
"2011-05-13T21:40:00Z","B2.8",2.88250e-07
"2011-05-14T06:06:00Z","B1.8",1.83115e-07
"2011-05-14T11:47:00Z","B2.3",2.38785e-07
"2011-05-14T16:17:00Z","B2.2",2.24514e-07
"2011-05-14T19:19:00Z","B2.1",2.17117e-07
"2011-05-15T04:42:00Z","B2.5",2.50974e-07
"2011-05-15T07:39:00Z","B3.3",3.33772e-07
"2011-05-15T08:55:00Z","B2.4",2.45419e-07
"2011-05-15T13:08:00Z","B4.0",4.05280e-07
"2011-05-15T14:25:00Z","C1.8",1.89349e-06
"2011-05-15T16:20:00Z","B7.6",7.69698e-07
"2011-05-15T17:43:00Z","C1.1",1.18556e-06
"2011-05-15T23:34:00Z","C6.9",6.92989e-06
"2011-05-16T04:05:00Z","B3.0",3.07252e-07
"2011-05-16T09:03:00Z","B3.5",3.56858e-07
"2011-05-16T10:07:00Z","B2.4",2.44989e-07
"2011-05-16T10:40:00Z","B7.9",7.90318e-07
"2011-05-16T22:19:00Z","B4.7",4.75735e-07
"2011-05-16T23:23:00Z","B4.0",4.02021e-07
"2011-05-17T01:09:00Z","B4.7",4.74033e-07
"2011-05-17T01:43:00Z","B3.5",3.52820e-07
"2011-05-17T02:43:00Z","B5.6",5.63840e-07
"2011-05-17T09:05:00Z","B2.8",2.86244e-07
"2011-05-17T11:44:00Z","B3.5",3.58400e-07
"2011-05-17T15:18:00Z","B2.7",2.78587e-07
"2011-05-17T16:25:00Z","B3.3",3.34712e-07
"2011-05-17T16:36:00Z","B3.3",3.38934e-07
"2011-05-17T20:23:00Z","B7.3",7.36912e-07
"2011-05-18T01:00:00Z","B3.2",3.23735e-07
"2011-05-18T05:33:00Z","B3.5",3.57217e-07
"2011-05-18T06:21:00Z","B2.7",2.76106e-07
"2011-05-18T08:03:00Z","B3.7",3.75218e-07
"2011-05-18T08:12:00Z","B3.7",3.77982e-07
"2011-05-18T09:27:00Z","B3.2",3.22026e-07
"2011-05-18T09:42:00Z","B3.5",3.55271e-07
"2011-05-18T12:01:00Z","B3.0",3.05566e-07
"2011-05-18T12:59:00Z","C1.7",1.70012e-06
"2011-05-18T16:37:00Z","B2.6",2.67411e-07
"2011-05-18T18:30:00Z","C2.9",2.93293e-06
"2011-05-18T19:06:00Z","C2.3",2.36627e-06
"2011-05-19T02:03:00Z","B2.6",2.63550e-07
"2011-05-19T02:13:00Z","B4.8",4.81210e-07
"2011-05-19T09:39:00Z","B2.9",2.97764e-07
"2011-05-20T04:51:00Z","B1.1",1.19647e-07
"2011-05-20T07:23:00Z","B1.1",1.19829e-07
"2011-05-20T09:47:00Z","B1.2",1.22814e-07
"2011-05-20T12:15:00Z","B1.2",1.20218e-07
"2011-05-21T01:43:00Z","B1.4",1.45145e-07
"2011-05-21T01:56:00Z","B1.4",1.49688e-07
"2011-05-21T04:25:00Z","B1.0",1.05303e-07
"2011-05-21T07:42:00Z","B2.0",2.00323e-07
"2011-05-21T16:21:00Z","B1.2",1.28664e-07
"2011-05-21T19:30:00Z","B3.6",3.69013e-07
"2011-05-21T23:00:00Z","B1.9",1.95305e-07
"2011-05-22T23:41:00Z","B1.7",1.71371e-07
"2011-05-22T23:49:00Z","B2.1",2.17831e-07
"2011-05-23T02:41:00Z","B2.4",2.41240e-07
"2011-05-24T07:13:00Z","B1.6",1.67484e-07
"2011-05-24T07:44:00Z","B1.4",1.48939e-07
"2011-05-24T15:19:00Z","B1.4",1.46862e-07
"2011-05-25T04:01:00Z","B1.8",1.87441e-07
"2011-05-25T04:14:00Z","B1.9",1.94466e-07
"2011-05-25T04:30:00Z","B2.4",2.43687e-07
"2011-05-25T04:39:00Z","B2.4",2.45504e-07
"2011-05-25T07:45:00Z","B1.2",1.23512e-07
"2011-05-25T20:14:00Z","B5.6",5.62553e-07
"2011-05-25T21:03:00Z","C1.6",1.68396e-06
"2011-05-25T21:58:00Z","C2.0",2.00063e-06
"2011-05-25T22:31:00Z","B4.1",4.11750e-07
"2011-05-26T00:24:00Z","B1.5",1.55447e-07
"2011-05-26T01:10:00Z","B5.9",5.95267e-07
"2011-05-26T02:02:00Z","B4.2",4.23570e-07
"2011-05-26T02:18:00Z","B3.2",3.22732e-07
"2011-05-26T16:54:00Z","B2.4",2.43277e-07
"2011-05-27T09:53:00Z","B6.0",6.04465e-07
"2011-05-27T10:53:00Z","B4.6",4.68223e-07
"2011-05-27T12:06:00Z","B9.5",9.54114e-07
"2011-05-27T12:15:00Z","C1.0",1.08247e-06
"2011-05-27T14:53:00Z","C3.0",3.06691e-06
"2011-05-27T16:01:00Z","B5.3",5.35968e-07
"2011-05-27T16:43:00Z","C8.0",8.09486e-06
"2011-05-27T18:04:00Z","C1.5",1.56656e-06
"2011-05-27T19:02:00Z","C1.2",1.23989e-06
"2011-05-27T19:43:00Z","C2.0",2.02141e-06
"2011-05-27T21:04:00Z","C1.3",1.30737e-06
"2011-05-27T22:46:00Z","C1.6",1.68931e-06
