Time [ISO8601],Flare Class,Peak Flux [W/m2]
"2014-11-03T19:16:00Z","C2.4",2.42124e-06
"2014-11-03T21:01:00Z","C2.8",2.80565e-06
"2014-11-03T22:40:00Z","M9.4",9.40644e-05
"2014-11-04T00:48:00Z","C1.8",1.88555e-06
"2014-11-04T02:49:00Z","C1.4",1.44794e-06
"2014-11-04T03:06:00Z","C1.7",1.77926e-06
"2014-11-04T04:17:00Z","C3.0",3.09508e-06
"2014-11-04T04:53:00Z","C1.8",1.87672e-06
"2014-11-04T05:22:00Z","C1.9",1.99911e-06
"2014-11-04T07:11:00Z","C2.1",2.18832e-06
"2014-11-04T08:04:00Z","C3.6",3.61887e-06
"2014-11-04T08:38:00Z","M3.8",3.82261e-05
"2014-11-04T09:05:00Z","M3.3",3.31419e-05
"2014-11-04T17:39:00Z","C1.5",1.52892e-06
"2014-11-04T22:57:00Z","C1.7",1.71411e-06
"2014-11-05T05:16:00Z","C1.5",1.51506e-06
"2014-11-05T09:47:00Z","X1.1",0.000114139
"2014-11-05T14:28:00Z","C2.9",2.96235e-06
"2014-11-05T16:21:00Z","C2.3",2.39276e-06
"2014-11-05T16:44:00Z","C1.6",1.69857e-06
"2014-11-05T18:18:00Z","C2.4",2.41417e-06
"2014-11-05T18:33:00Z","C3.5",3.57585e-06
"2014-11-05T19:44:00Z","M4.2",4.28315e-05
"2014-11-06T00:50:00Z","C4.8",4.80418e-06
"2014-11-06T01:39:00Z","M4.6",4.60676e-05
"2014-11-06T03:46:00Z","M7.8",7.84585e-05
"2014-11-06T11:18:00Z","C3.6",3.65852e-06
"2014-11-06T13:45:00Z","C1.8",1.81086e-06
"2014-11-06T14:24:00Z","C5.4",5.48602e-06
"2014-11-06T19:16:00Z","C2.2",2.20578e-06
"2014-11-06T20:14:00Z","C1.6",1.62384e-06
"2014-11-06T21:57:00Z","C2.2",2.24744e-06
"2014-11-06T22:16:00Z","M3.6",3.67038e-05
"2014-11-06T23:15:00Z","C7.8",7.84900e-06
"2014-11-06T23:34:00Z","C9.2",9.26618e-06
"2014-11-07T02:14:00Z","C5.7",5.76888e-06
"2014-11-07T02:49:00Z","M3.8",3.89447e-05
"2014-11-07T03:17:00Z","M2.9",2.94694e-05
"2014-11-07T04:25:00Z","M2.9",2.90691e-05
"2014-11-07T10:22:00Z","M1.4",1.43140e-05
"2014-11-07T11:47:00Z","C1.9",1.96522e-06
"2014-11-07T12:06:00Z","C5.6",5.62496e-06
"2014-11-07T13:24:00Z","C1.8",1.84295e-06
"2014-11-07T13:59:00Z","C3.3",3.36266e-06
"2014-11-07T15:10:00Z","C9.5",9.58690e-06
"2014-11-07T15:36:00Z","C9.6",9.65032e-06
"2014-11-07T16:17:00Z","C6.6",6.65488e-06
"2014-11-07T16:39:00Z","M1.0",1.00554e-05
"2014-11-07T17:25:00Z","X2.3",0.000230108
"2014-11-07T23:48:00Z","C2.0",2.08823e-06
"2014-11-08T05:06:00Z","C1.5",1.57876e-06
"2014-11-08T06:50:00Z","C1.5",1.59395e-06
"2014-11-08T13:33:00Z","C1.7",1.76694e-06
"2014-11-08T14:33:00Z","C2.4",2.43834e-06
"2014-11-08T14:55:00Z","C2.8",2.81997e-06
"2014-11-08T16:50:00Z","C2.4",2.47164e-06
"2014-11-08T17:55:00Z","C6.3",6.35747e-06
"2014-11-08T18:59:00Z","C3.2",3.24123e-06
"2014-11-08T19:59:00Z","C2.4",2.48852e-06
"2014-11-08T21:12:00Z","C1.3",1.37268e-06
"2014-11-08T21:54:00Z","C2.0",2.07402e-06
"2014-11-08T22:51:00Z","C2.1",2.11906e-06
"2014-11-09T03:09:00Z","C6.3",6.30118e-06
"2014-11-09T05:36:00Z","C2.3",2.38888e-06
"2014-11-09T07:20:00Z","C6.3",6.34051e-06
"2014-11-09T09:56:00Z","C2.1",2.10259e-06
"2014-11-09T12:24:00Z","C3.6",3.64410e-06
"2014-11-09T13:42:00Z","C5.7",5.73159e-06
"2014-11-09T15:32:00Z","M3.3",3.38386e-05
"2014-11-09T18:08:00Z","C2.1",2.13646e-06
"2014-11-09T18:22:00Z","C1.8",1.89542e-06
"2014-11-09T20:06:00Z","C2.3",2.37289e-06
"2014-11-09T20:42:00Z","C2.2",2.29985e-06
"2014-11-09T22:14:00Z","C4.7",4.79814e-06
"2014-11-09T22:37:00Z","C1.7",1.72312e-06
"2014-11-09T23:01:00Z","C3.2",3.24062e-06
"2014-11-09T23:44:00Z","C1.7",1.71364e-06
"2014-11-10T00:34:00Z","C1.7",1.75820e-06
"2014-11-10T01:46:00Z","C1.4",1.49942e-06
"2014-11-10T02:22:00Z","M1.1",1.10474e-05
"2014-11-10T06:02:00Z","C1.6",1.64996e-06
"2014-11-10T08:46:00Z","C1.4",1.48969e-06
"2014-11-10T09:04:00Z","C1.5",1.50028e-06
"2014-11-10T10:21:00Z","C2.9",2.97967e-06
"2014-11-10T10:51:00Z","C2.2",2.24993e-06
"2014-11-10T12:20:00Z","C2.3",2.38347e-06
"2014-11-10T12:37:00Z","C7.1",7.12344e-06
"2014-11-10T14:41:00Z","C1.7",1.70928e-06
"2014-11-10T15:05:00Z","C1.6",1.61181e-06
"2014-11-10T15:21:00Z","C2.7",2.75217e-06
"2014-11-10T16:01:00Z","C1.8",1.83671e-06
"2014-11-10T16:18:00Z","C2.5",2.56211e-06
"2014-11-10T18:35:00Z","C1.8",1.82594e-06
"2014-11-10T23:33:00Z","C5.2",5.22195e-06
"2014-11-11T00:01:00Z","C7.8",7.83246e-06
"2014-11-11T01:05:00Z","C2.1",2.10410e-06
"2014-11-11T02:13:00Z","C1.7",1.71450e-06
"2014-11-11T03:20:00Z","C1.7",1.79665e-06
"2014-11-11T04:50:00Z","C4.9",4.96481e-06
"2014-11-11T06:15:00Z","C2.4",2.44645e-06
"2014-11-11T06:37:00Z","C4.4",4.49461e-06
"2014-11-11T08:03:00Z","C3.3",3.38306e-06
"2014-11-11T09:00:00Z","C2.2",2.25789e-06
"2014-11-11T11:22:00Z","C9.5",9.58680e-06
"2014-11-11T14:08:00Z","C2.7",2.70993e-06
"2014-11-11T17:20:00Z","C9.0",9.02721e-06
"2014-11-12T02:39:00Z","C2.4",2.42594e-06
"2014-11-12T03:18:00Z","C6.9",6.94695e-06
"2014-11-12T04:32:00Z","C2.5",2.55771e-06
"2014-11-12T08:49:00Z","C2.7",2.71071e-06
"2014-11-12T09:25:00Z","C1.9",1.99551e-06
"2014-11-12T09:58:00Z","C3.0",3.02232e-06
"2014-11-12T10:36:00Z","C5.1",5.18599e-06
"2014-11-12T10:46:00Z","C7.3",7.32363e-06
"2014-11-12T17:39:00Z","C1.6",1.64083e-06
"2014-11-12T18:06:00Z","C1.5",1.53220e-06
"2014-11-12T20:10:00Z","C3.3",3.36182e-06
"2014-11-12T20:43:00Z","C5.2",5.26126e-06
"2014-11-12T22:04:00Z","C2.2",2.29738e-06
"2014-11-12T23:13:00Z","C2.1",2.17629e-06
"2014-11-14T01:58:00Z","C2.2",2.22063e-06
"2014-11-14T02:34:00Z","C2.8",2.83185e-06
"2014-11-14T05:52:00Z","C4.6",4.67675e-06
"2014-11-14T06:02:00Z","C6.1",6.10829e-06
"2014-11-14T07:48:00Z","C7.7",7.74575e-06
"2014-11-14T13:34:00Z","C1.6",1.64597e-06
"2014-11-14T14:53:00Z","C3.8",3.85792e-06
"2014-11-14T15:08:00Z","C4.4",4.42961e-06
"2014-11-14T20:11:00Z","C4.7",4.76779e-06
"2014-11-14T21:30:00Z","C2.0",2.05996e-06
"2014-11-14T23:39:00Z","C2.8",2.81115e-06
"2014-11-15T06:14:00Z","C1.5",1.57853e-06
"2014-11-15T12:03:00Z","M4.7",4.72525e-05
"2014-11-15T19:17:00Z","C1.9",1.95873e-06
"2014-11-15T19:23:00Z","C2.6",2.63362e-06
"2014-11-15T20:46:00Z","M5.4",5.41206e-05
"2014-11-15T21:57:00Z","C2.3",2.39704e-06
"2014-11-15T23:46:00Z","C3.9",3.96334e-06
"2014-11-16T01:15:00Z","C2.0",2.09263e-06
"2014-11-16T04:46:00Z","C1.5",1.53795e-06
"2014-11-16T04:53:00Z","C1.5",1.55933e-06
"2014-11-16T07:46:00Z","C5.5",5.54875e-06
"2014-11-16T09:11:00Z","C2.8",2.86272e-06
"2014-11-16T10:05:00Z","C3.4",3.45620e-06
"2014-11-16T13:43:00Z","C2.1",2.13142e-06
"2014-11-16T15:33:00Z","C1.9",1.96165e-06
"2014-11-16T15:48:00Z","C1.9",1.96219e-06
"2014-11-16T16:47:00Z","C5.5",5.58498e-06
"2014-11-16T17:48:00Z","M8.2",8.22191e-05
"2014-11-16T22:06:00Z","C3.5",3.52122e-06
"2014-11-18T06:04:00Z","C1.5",1.50688e-06
"2014-11-18T08:09:00Z","C2.6",2.64452e-06
"2014-11-19T05:51:00Z","C1.7",1.70107e-06
"2014-11-19T19:03:00Z","C3.3",3.39000e-06
"2014-11-19T21:50:00Z","C3.7",3.73262e-06
"2014-11-20T06:41:00Z","M1.0",1.08916e-05
"2014-11-20T19:56:00Z","C3.6",3.60774e-06
"2014-11-21T00:32:00Z","C2.2",2.26242e-06
"2014-11-21T01:58:00Z","C1.9",1.97861e-06
"2014-11-21T03:53:00Z","C1.8",1.81146e-06
"2014-11-21T04:45:00Z","C2.7",2.73550e-06
"2014-11-21T11:31:00Z","C1.7",1.75371e-06
"2014-11-21T13:54:00Z","C1.9",1.91281e-06
"2014-11-21T23:33:00Z","C1.6",1.65988e-06
"2014-11-22T00:21:00Z","C3.3",3.35222e-06
"2014-11-22T01:01:00Z","M1.1",1.16521e-05
"2014-11-22T03:41:00Z","C3.4",3.47512e-06
"2014-11-22T04:13:00Z","C2.4",2.45869e-06
"2014-11-22T06:03:00Z","C9.3",9.30346e-06
"2014-11-22T09:57:00Z","C2.1",2.15021e-06
"2014-11-22T13:31:00Z","C2.9",2.96761e-06
"2014-11-22T14:41:00Z","C3.2",3.26493e-06
"2014-11-22T17:13:00Z","C4.5",4.50980e-06
"2014-11-23T03:36:00Z","C2.3",2.33196e-06
"2014-11-23T04:15:00Z","C2.7",2.70452e-06
"2014-11-23T04:27:00Z","C2.9",2.93916e-06
"2014-11-23T05:39:00Z","C3.4",3.44478e-06
"2014-11-23T06:37:00Z","C3.3",3.35069e-06
"2014-11-23T09:00:00Z","C2.9",2.99418e-06
"2014-11-23T10:53:00Z","C5.0",5.05455e-06
"2014-11-23T15:43:00Z","C2.3",2.37010e-06
"2014-11-23T16:01:00Z","C2.2",2.23226e-06
"2014-11-23T16:14:00Z","C3.5",3.52134e-06
"2014-11-23T18:10:00Z","C3.9",3.93677e-06
"2014-11-23T18:46:00Z","C3.2",3.25141e-06
"2014-11-24T01:39:00Z","C2.5",2.50097e-06
"2014-11-24T02:11:00Z","C2.5",2.56594e-06
"2014-11-24T11:04:00Z","C5.9",5.93876e-06
"2014-11-24T16:20:00Z","C3.1",3.19122e-06
"2014-11-24T18:10:00Z","C4.0",4.05243e-06
"2014-11-24T22:21:00Z","C3.6",3.66241e-06
"2014-11-25T03:33:00Z","C1.5",1.53086e-06
"2014-11-25T12:57:00Z","C1.5",1.58030e-06
"2014-11-25T13:05:00Z","C1.5",1.54085e-06
"2014-11-25T13:57:00Z","C1.7",1.71002e-06
"2014-11-25T20:45:00Z","C2.4",2.43802e-06
"2014-11-26T00:34:00Z","C2.4",2.46878e-06
"2014-11-26T06:17:00Z","C4.1",4.19174e-06
"2014-11-26T15:46:00Z","C3.9",3.99202e-06
"2014-11-26T18:04:00Z","C3.7",3.71628e-06
"2014-11-26T22:26:00Z","C4.6",4.64596e-06
"2014-11-27T00:47:00Z","M1.1",1.17596e-05
"2014-11-27T02:01:00Z","C5.2",5.28411e-06
"2014-11-27T03:36:00Z","C3.0",3.02311e-06
"2014-11-27T04:48:00Z","C7.2",7.20386e-06
"2014-11-27T05:35:00Z","C3.4",3.47493e-06
"2014-11-27T05:53:00Z","C4.0",4.02214e-06
"2014-11-27T07:02:00Z","C7.7",7.74082e-06
"2014-11-27T08:46:00Z","C4.8",4.81037e-06
"2014-11-27T09:40:00Z","C6.8",6.84158e-06
"2014-11-27T10:20:00Z","C6.5",6.56710e-06
"2014-11-27T10:59:00Z","C7.3",7.37542e-06
"2014-11-27T12:05:00Z","C3.5",3.51332e-06
"2014-11-27T14:24:00Z","C5.5",5.56287e-06
"2014-11-28T00:40:00Z","M1.0",1.07683e-05
"2014-11-28T02:35:00Z","C2.2",2.22240e-06
"2014-11-28T04:22:00Z","C4.2",4.22014e-06
"2014-11-28T11:20:00Z","C2.9",2.93047e-06
"2014-11-28T16:27:00Z","C2.7",2.73421e-06
"2014-11-28T18:44:00Z","C2.7",2.71582e-06
"2014-11-28T18:53:00Z","C2.6",2.69138e-06
"2014-11-28T20:16:00Z","C4.4",4.46355e-06
"2014-11-28T22:04:00Z","C2.5",2.59578e-06
"2014-11-29T00:10:00Z","C5.7",5.79698e-06
"2014-11-29T02:01:00Z","C6.0",6.05228e-06
"2014-11-29T04:51:00Z","C2.0",2.04632e-06
"2014-11-29T07:06:00Z","C2.3",2.30471e-06
"2014-11-29T08:21:00Z","C9.6",9.60456e-06
"2014-11-29T09:02:00Z","C2.9",2.98371e-06
"2014-11-29T10:01:00Z","C5.8",5.85156e-06
"2014-11-29T11:40:00Z","C1.7",1.71363e-06
"2014-11-29T12:47:00Z","C2.5",2.52508e-06
"2014-11-29T13:49:00Z","C9.3",9.35019e-06
"2014-11-29T14:36:00Z","C7.4",7.44686e-06
"2014-11-29T15:20:00Z","C3.8",3.88762e-06
"2014-11-29T16:14:00Z","C2.8",2.88443e-06
"2014-11-29T18:03:00Z","C5.4",5.45379e-06
"2014-11-29T22:46:00Z","C2.4",2.44280e-06
"2014-11-30T01:46:00Z","C2.2",2.28709e-06
"2014-11-30T03:26:00Z","C1.9",1.97409e-06
"2014-11-30T04:06:00Z","C1.6",1.60381e-06
"2014-11-30T04:59:00Z","C1.8",1.88945e-06
"2014-11-30T13:05:00Z","C1.6",1.64591e-06
"2014-11-30T13:20:00Z","C2.0",2.09684e-06
"2014-11-30T13:48:00Z","C2.6",2.68966e-06
"2014-11-30T17:19:00Z","C3.0",3.04344e-06
"2014-12-01T00:33:00Z","C6.0",6.01034e-06
"2014-12-01T05:18:00Z","C2.6",2.64959e-06
"2014-12-01T06:41:00Z","M2.6",2.62418e-05
"2014-12-01T15:54:00Z","C1.2",1.29120e-06
"2014-12-01T19:34:00Z","C1.3",1.39716e-06
"2014-12-02T00:17:00Z","C2.1",2.12531e-06
"2014-12-02T08:05:00Z","C7.4",7.45905e-06
"2014-12-02T09:36:00Z","C2.1",2.15530e-06
"2014-12-02T13:52:00Z","C5.8",5.86865e-06
"2014-12-02T15:55:00Z","C9.3",9.39220e-06
"2014-12-02T17:28:00Z","C5.4",5.46140e-06
"2014-12-02T17:35:00Z","C5.5",5.58586e-06
"2014-12-02T19:38:00Z","C2.5",2.58798e-06
"2014-12-02T20:34:00Z","C3.4",3.46048e-06
"2014-12-02T21:30:00Z","C3.8",3.87668e-06
"2014-12-02T22:30:00Z","C4.3",4.37769e-06
"2014-12-02T22:40:00Z","C4.3",4.30568e-06
"2014-12-03T01:02:00Z","C3.6",3.60442e-06
"2014-12-03T02:34:00Z","C3.5",3.52436e-06
"2014-12-03T06:08:00Z","C1.9",1.95949e-06
"2014-12-03T08:18:00Z","C2.1",2.18271e-06
"2014-12-03T09:20:00Z","C3.2",3.25403e-06
"2014-12-03T09:34:00Z","C4.4",4.45173e-06
"2014-12-03T11:32:00Z","C2.0",2.08589e-06
"2014-12-03T13:10:00Z","C3.8",3.85763e-06
"2014-12-03T13:26:00Z","C5.5",5.50892e-06
"2014-12-03T14:58:00Z","C1.7",1.76391e-06
"2014-12-03T15:18:00Z","C1.6",1.61687e-06
"2014-12-03T16:00:00Z","C3.1",3.11595e-06
"2014-12-03T16:12:00Z","C2.6",2.64978e-06
"2014-12-03T23:57:00Z","C1.3",1.35939e-06
"2014-12-04T00:10:00Z","C1.2",1.23016e-06
"2014-12-04T01:25:00Z","C1.1",1.12517e-06
"2014-12-04T08:10:00Z","M1.8",1.87135e-05
"2014-12-04T08:56:00Z","C7.7",7.77677e-06
"2014-12-04T11:50:00Z","C2.0",2.01493e-06
"2014-12-04T13:15:00Z","C2.0",2.02597e-06
"2014-12-04T14:03:00Z","C1.5",1.58679e-06
"2014-12-04T16:08:00Z","C2.5",2.50925e-06
"2014-12-04T16:42:00Z","C2.1",2.16902e-06
"2014-12-04T16:50:00Z","C2.2",2.28656e-06
"2014-12-04T18:25:00Z","M8.8",8.82920e-05
"2014-12-04T19:41:00Z","M1.9",1.97361e-05
"2014-12-05T00:24:00Z","C1.6",1.64528e-06
"2014-12-05T05:37:00Z","C2.9",2.99929e-06
"2014-12-05T06:07:00Z","C2.6",2.62832e-06
"2014-12-05T07:16:00Z","C1.8",1.88285e-06
"2014-12-05T08:38:00Z","C1.4",1.48884e-06
"2014-12-05T10:26:00Z","C2.3",2.36487e-06
"2014-12-05T11:38:00Z","C2.0",2.09426e-06
"2014-12-05T12:25:00Z","M2.2",2.21663e-05
"2014-12-05T17:08:00Z","C1.4",1.41824e-06
"2014-12-05T19:31:00Z","C1.3",1.38333e-06
"2014-12-05T23:03:00Z","C1.2",1.26666e-06
"2014-12-05T23:13:00Z","C1.8",1.82172e-06
"2014-12-05T23:28:00Z","C2.8",2.86332e-06
"2014-12-05T23:48:00Z","C2.9",2.98812e-06
"2014-12-06T01:56:00Z","C4.0",4.02487e-06
"2014-12-06T07:45:00Z","C2.2",2.24027e-06
"2014-12-06T12:13:00Z","C4.1",4.19123e-06
"2014-12-06T12:30:00Z","C5.6",5.61555e-06
"2014-12-06T12:44:00Z","C6.2",6.28352e-06
"2014-12-06T13:52:00Z","C5.2",5.28604e-06
"2014-12-06T17:34:00Z","C2.5",2.57769e-06
"2014-12-06T22:38:00Z","C1.4",1.41345e-06
"2014-12-07T00:14:00Z","C1.6",1.68185e-06
"2014-12-07T01:38:00Z","C3.8",3.86875e-06
"2014-12-07T04:37:00Z","C1.3",1.35714e-06
"2014-12-07T09:19:00Z","C2.0",2.08598e-06
"2014-12-07T10:48:00Z","C1.4",1.47511e-06
"2014-12-07T12:45:00Z","C1.9",1.98890e-06
"2014-12-07T16:57:00Z","C1.6",1.69820e-06
"2014-12-08T00:39:00Z","C3.1",3.13811e-06
"2014-12-08T05:49:00Z","C1.3",1.35495e-06
"2014-12-08T11:00:00Z","C1.2",1.24185e-06
"2014-12-08T15:26:00Z","C1.1",1.15266e-06
"2014-12-08T17:56:00Z","C1.8",1.89431e-06
"2014-12-09T02:37:00Z","C1.8",1.87849e-06
"2014-12-09T03:28:00Z","C2.9",2.94436e-06
"2014-12-09T08:29:00Z","M1.1",1.16000e-05
"2014-12-09T10:09:00Z","C7.6",7.67239e-06
"2014-12-09T10:24:00Z","M1.2",1.23452e-05
"2014-12-09T12:34:00Z","C7.8",7.80969e-06
"2014-12-09T13:48:00Z","C6.4",6.43930e-06
"2014-12-09T15:28:00Z","C8.9",8.90295e-06
"2014-12-09T17:18:00Z","C3.6",3.60438e-06
"2014-12-09T18:48:00Z","C7.6",7.65629e-06
"2014-12-09T19:49:00Z","C2.0",2.05499e-06
"2014-12-10T02:13:00Z","C2.0",2.06500e-06
"2014-12-10T09:24:00Z","C2.2",2.29756e-06
"2014-12-10T11:15:00Z","C1.9",1.90199e-06
"2014-12-10T15:10:00Z","C2.3",2.35479e-06
"2014-12-11T03:16:00Z","C1.7",1.72186e-06
"2014-12-11T03:29:00Z","C2.4",2.47119e-06
"2014-12-11T06:02:00Z","C2.1",2.13029e-06
"2014-12-11T08:33:00Z","C2.2",2.25306e-06
"2014-12-11T08:56:00Z","C5.5",5.52684e-06
"2014-12-11T11:10:00Z","C1.8",1.87151e-06
"2014-12-11T11:42:00Z","C1.4",1.47543e-06
"2014-12-11T11:55:00Z","C2.0",2.04983e-06
"2014-12-11T13:05:00Z","C1.5",1.53419e-06
"2014-12-11T13:17:00Z","C2.6",2.64953e-06
"2014-12-12T03:06:00Z","C1.5",1.52242e-06
"2014-12-12T09:48:00Z","C2.1",2.11103e-06
"2014-12-12T14:40:00Z","C5.7",5.78942e-06
"2014-12-12T19:28:00Z","C3.8",3.86493e-06
"2014-12-12T21:17:00Z","C2.4",2.41439e-06
"2014-12-12T23:13:00Z","C3.6",3.66727e-06
"2014-12-14T01:29:00Z","C4.8",4.85416e-06
"2014-12-14T01:53:00Z","C3.0",3.03765e-06
"2014-12-14T02:05:00Z","C2.7",2.71514e-06
"2014-12-14T04:33:00Z","M1.2",1.22891e-05
"2014-12-14T05:53:00Z","C4.1",4.11663e-06
"2014-12-14T06:25:00Z","C2.3",2.32159e-06
"2014-12-14T08:09:00Z","C4.4",4.44300e-06
"2014-12-14T08:33:00Z","M1.2",1.22152e-05
"2014-12-14T12:59:00Z","C2.7",2.75591e-06
"2014-12-14T13:37:00Z","C3.3",3.31953e-06
"2014-12-14T16:30:00Z","C1.9",1.97476e-06
"2014-12-14T16:53:00Z","C1.9",1.98099e-06
"2014-12-14T17:43:00Z","C1.6",1.66161e-06
"2014-12-14T18:25:00Z","C3.5",3.57461e-06
"2014-12-14T19:33:00Z","M2.2",2.28818e-05
"2014-12-14T19:52:00Z","C6.7",6.74503e-06
"2014-12-14T21:49:00Z","C3.2",3.20156e-06
"2014-12-14T22:09:00Z","C5.1",5.18302e-06
"2014-12-15T01:40:00Z","M1.0",1.00008e-05
"2014-12-15T12:43:00Z","C2.2",2.22967e-06
"2014-12-15T21:21:00Z","C6.4",6.46156e-06
"2014-12-16T00:05:00Z","C1.9",1.91488e-06
"2014-12-16T02:38:00Z","C7.5",7.55704e-06
"2014-12-16T04:48:00Z","C5.0",5.03047e-06
"2014-12-16T05:39:00Z","C2.5",2.53561e-06
"2014-12-16T05:57:00Z","C2.6",2.64896e-06
"2014-12-16T06:14:00Z","C3.9",3.90374e-06
"2014-12-16T08:22:00Z","C5.7",5.77624e-06
"2014-12-16T10:17:00Z","C5.9",5.93438e-06
"2014-12-16T11:40:00Z","C8.0",8.05371e-06
"2014-12-16T13:40:00Z","C2.4",2.43801e-06
"2014-12-16T13:56:00Z","C2.6",2.66733e-06
"2014-12-16T17:07:00Z","C4.1",4.19554e-06
"2014-12-16T19:13:00Z","C6.7",6.75445e-06
"2014-12-16T22:44:00Z","C1.9",1.92849e-06
"2014-12-17T01:10:00Z","M2.1",2.15547e-05
"2014-12-17T01:50:00Z","M1.6",1.61168e-05
"2014-12-17T04:51:00Z","X1.2",0.000125486
"2014-12-17T15:01:00Z","M1.4",1.41763e-05
"2014-12-17T16:01:00Z","C9.6",9.60044e-06
"2014-12-17T17:54:00Z","C2.5",2.58859e-06
"2014-12-17T18:15:00Z","C3.5",3.53569e-06
"2014-12-17T19:01:00Z","M2.1",2.11275e-05
"2014-12-17T19:30:00Z","M1.2",1.23646e-05
"2014-12-17T20:40:00Z","C3.0",3.03363e-06
"2014-12-17T20:57:00Z","C2.9",2.94092e-06
"2014-12-17T21:09:00Z","C4.7",4.72461e-06
"2014-12-17T21:26:00Z","M1.0",1.01389e-05
"2014-12-17T22:47:00Z","C4.6",4.66375e-06
"2014-12-18T02:37:00Z","C7.9",7.97598e-06
"2014-12-18T05:29:00Z","C3.2",3.28080e-06
"2014-12-18T07:49:00Z","C4.6",4.63510e-06
"2014-12-18T09:07:00Z","C8.0",8.07819e-06
"2014-12-18T10:28:00Z","C3.4",3.49681e-06
"2014-12-18T12:13:00Z","C4.0",4.00202e-06
"2014-12-18T12:52:00Z","M1.0",1.02977e-05
"2014-12-18T14:51:00Z","C4.1",4.14843e-06
"2014-12-18T15:46:00Z","C7.6",7.61488e-06
"2014-12-18T16:03:00Z","C5.8",5.87552e-06
"2014-12-18T16:23:00Z","C9.8",9.81078e-06
"2014-12-18T16:51:00Z","M1.0",1.04508e-05
"2014-12-18T19:02:00Z","C3.3",3.36288e-06
"2014-12-18T19:43:00Z","M1.1",1.13704e-05
"2014-12-18T21:57:00Z","M9.9",9.93310e-05
"2014-12-19T02:13:00Z","C6.0",6.09397e-06
"2014-12-19T03:42:00Z","C5.7",5.75577e-06
"2014-12-19T03:57:00Z","C3.1",3.17941e-06
"2014-12-19T09:44:00Z","M1.9",1.90340e-05
"2014-12-19T13:52:00Z","C3.6",3.62105e-06
"2014-12-19T14:11:00Z","C2.7",2.74673e-06
"2014-12-19T14:47:00Z","C2.7",2.76217e-06
"2014-12-19T16:10:00Z","C3.8",3.87898e-06
"2014-12-19T16:32:00Z","C7.6",7.61893e-06
"2014-12-19T17:25:00Z","C4.0",4.05554e-06
"2014-12-19T21:38:00Z","C2.4",2.45213e-06
"2014-12-19T22:05:00Z","C3.1",3.16085e-06
"2014-12-19T22:30:00Z","C4.6",4.68315e-06
"2014-12-20T00:27:00Z","X2.6",0.000269707
"2014-12-20T11:41:00Z","C3.2",3.24523e-06
"2014-12-20T15:06:00Z","C4.1",4.12202e-06
"2014-12-20T15:53:00Z","C2.9",2.94622e-06
"2014-12-20T18:44:00Z","C5.0",5.05824e-06
"2014-12-20T20:35:00Z","C8.0",8.02634e-06
"2014-12-20T21:43:00Z","C4.1",4.17458e-06
"2014-12-20T23:45:00Z","C3.0",3.01851e-06
"2014-12-21T00:30:00Z","C5.9",5.99291e-06
"2014-12-21T02:45:00Z","C9.6",9.65951e-06
"2014-12-21T04:55:00Z","C7.8",7.82326e-06
"2014-12-21T07:32:00Z","M1.7",1.79413e-05
"2014-12-21T10:23:00Z","C2.6",2.66385e-06
"2014-12-21T10:34:00Z","C3.2",3.21619e-06
"2014-12-21T11:48:00Z","M1.3",1.38037e-05
"2014-12-21T12:17:00Z","M1.5",1.52359e-05
"2014-12-21T17:35:00Z","C7.2",7.21356e-06
"2014-12-21T19:49:00Z","C6.3",6.33801e-06
"2014-12-21T20:02:00Z","C6.3",6.32906e-06
"2014-12-22T01:49:00Z","M1.4",1.45463e-05
"2014-12-22T04:54:00Z","M1.2",1.25119e-05
"2014-12-22T05:13:00Z","C9.7",9.72649e-06
"2014-12-22T11:07:00Z","M1.0",1.00297e-05
"2014-12-22T22:25:00Z","C8.2",8.21795e-06
"2014-12-23T00:53:00Z","C3.0",3.05986e-06
"2014-12-23T07:42:00Z","C2.1",2.11028e-06
"2014-12-23T08:17:00Z","C2.6",2.61590e-06
"2014-12-23T19:51:00Z","C3.2",3.23952e-06
"2014-12-23T21:24:00Z","C3.1",3.19457e-06
"2014-12-23T21:31:00Z","C3.6",3.65152e-06
"2014-12-23T22:33:00Z","C3.8",3.81907e-06
"2014-12-23T22:49:00Z","C7.0",7.02129e-06
"2014-12-23T23:10:00Z","C7.0",7.04828e-06
"2014-12-24T02:37:00Z","C5.3",5.39123e-06
"2014-12-24T13:04:00Z","C2.5",2.52045e-06
"2014-12-24T23:59:00Z","C3.4",3.47856e-06
"2014-12-25T05:23:00Z","C5.7",5.74218e-06
"2014-12-25T12:11:00Z","C6.2",6.25052e-06
"2014-12-25T19:10:00Z","C2.4",2.47916e-06
"2014-12-26T06:34:00Z","C1.4",1.49456e-06
"2014-12-26T08:30:00Z","C2.4",2.46946e-06
"2014-12-26T08:41:00Z","C2.1",2.18316e-06
"2014-12-26T09:30:00Z","C3.0",3.05593e-06
"2014-12-26T11:24:00Z","C3.3",3.39880e-06
"2014-12-26T11:38:00Z","C2.7",2.71409e-06
"2014-12-26T13:50:00Z","C2.0",2.00057e-06
"2014-12-26T15:16:00Z","C5.3",5.34911e-06
"2014-12-26T18:07:00Z","C9.2",9.28063e-06
"2014-12-26T18:34:00Z","C5.6",5.60801e-06
"2014-12-26T21:44:00Z","C3.3",3.35273e-06
"2014-12-26T23:56:00Z","C2.2",2.24719e-06
